label,w,w_abs
Mpe,-0.3273781748326698,0.3273781748326698
Mare,-0.21144090445244845,0.21144090445244845
Mp,2.0920637287486046,2.0920637287486046
Mi,-1.654697367053413,1.654697367053413
NsLi,0.0,0.0
NssBe,0.0,0.0
NssssBe,0.0,0.0
NssBH,0.0,0.0
NsssB,-0.2830861298518818,0.2830861298518818
NssssB,0.0,0.0
NsCH3,0.17124319887701508,0.17124319887701508
NdCH2,-0.4665468544994761,0.4665468544994761
NssCH2,-1.9929811064282932,1.9929811064282932
NtCH,0.4399664881042683,0.4399664881042683
NdsCH,2.493716925081117,2.493716925081117
NaaCH,-1.536745871196897,1.536745871196897
NsssCH,1.7263564542176872,1.7263564542176872
NddC,-0.1804306234633316,0.1804306234633316
NtsC,0.1624478493598363,0.1624478493598363
NdssC,0.18222200742648584,0.18222200742648584
NaasC,-1.1323183208683185,1.1323183208683185
NaaaC,0.09238107410416557,0.09238107410416557
NssssC,-1.9409091283203717,1.9409091283203717
NsNH3,0.0,0.0
NsNH2,5.0218925011993205,5.0218925011993205
NssNH2,0.0,0.0
NdNH,-0.29417909087078203,0.29417909087078203
NssNH,0.6458967191363157,0.6458967191363157
NaaNH,0.04831908288817459,0.04831908288817459
NtN,1.670417335366685,1.670417335366685
NsssNH,0.0,0.0
NdsN,0.5949316293592354,0.5949316293592354
NaaN,1.2457467043880963,1.2457467043880963
NsssN,3.7742812931349685,3.7742812931349685
NddsN,2.1084664833302424,2.1084664833302424
NaasN,-2.072593194004333,2.072593194004333
NssssN,0.0,0.0
NsOH,-0.19554361898677236,0.19554361898677236
NdO,-0.625739550287814,0.625739550287814
NssO,0.13974092233750254,0.13974092233750254
NaaO,0.9753019725134456,0.9753019725134456
NsF,-0.582991040067148,0.582991040067148
NsSiH3,0.0,0.0
NssSiH2,0.0,0.0
NsssSiH,0.0,0.0
NssssSi,0.0919481754628889,0.0919481754628889
NsPH2,0.0,0.0
NssPH,0.0,0.0
NsssP,0.0,0.0
NdsssP,1.0464337073048662,1.0464337073048662
NsssssP,0.0,0.0
NsSH,-1.2598726497273034,1.2598726497273034
NdS,-0.7290190820277237,0.7290190820277237
NssS,-0.37453757518309844,0.37453757518309844
NaaS,1.6792215437900895,1.6792215437900895
NdssS,2.1525798570650467,2.1525798570650467
NddssS,1.4663217291456407,1.4663217291456407
NsCl,-1.460229903728696,1.460229903728696
NsGeH3,0.0,0.0
NssGeH2,0.0,0.0
NsssGeH,0.0,0.0
NssssGe,0.0,0.0
NsAsH2,0.0,0.0
NssAsH,0.0,0.0
NsssAs,0.0,0.0
NsssdAs,0.0,0.0
NsssssAs,0.0,0.0
NsSeH,0.0,0.0
NdSe,0.0,0.0
NssSe,0.0,0.0
NaaSe,0.0,0.0
NdssSe,0.0,0.0
NddssSe,0.0,0.0
NsBr,-0.7460207677747741,0.7460207677747741
NsSnH3,0.0,0.0
NssSnH2,0.0,0.0
NsssSnH,0.0,0.0
NssssSn,0.0,0.0
NsI,0.0,0.0
NsPbH3,0.0,0.0
NssPbH2,0.0,0.0
NsssPbH,0.0,0.0
NssssPb,0.0,0.0
SsLi,0.0,0.0
SssBe,0.0,0.0
SssssBe,0.0,0.0
SssBH,0.0,0.0
SsssB,0.28308612985187503,0.28308612985187503
SssssB,0.0,0.0
SsCH3,-1.119957738175953,1.119957738175953
SdCH2,-0.6481605812942897,0.6481605812942897
