,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
1022,KDYSABRZLSMBLU-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C=C(F)C2=O,206.173,0.0,2.0,1.0,43.37,4.0,2.0,1.471,isocyclic,157.5,
1025,KEPINQKIQUMGNT-UHFFFAOYSA-N,CCOC1=CC(=O)C=C(OCC)C1=O,196.203,0.0,4.0,4.0,52.6,4.0,2.0,1.098,isocyclic,125.75,1.140175425099138
1027,KEQHJBNSCLWCAE-UHFFFAOYSA-N,CC(C)C1=CC(=O)C(C)=CC1=O,164.204,0.0,2.0,1.0,34.14,4.0,2.0,1.102,isocyclic,45.752941176470586,1.7405603043302984
1029,KESYCUJIWXLJTD-UHFFFAOYSA-N,COC1=CC(=O)C2=C(N=CC=N2)C1=O,190.158,0.0,5.0,1.0,69.15,4.0,2.0,-0.6459999999999999,heterocyclic,235.5,
1031,KFLUOJYWKAUGOT-UHFFFAOYSA-N,O=C1C2=C(C=NC=C2)C(=O)C2=C1C=NC=C2,210.192,0.0,4.0,0.0,59.92,4.0,2.0,0.604,heterocyclic,236.33333333333334,4.988876515698588
1033,KFUUZJOBUOYNPA-UHFFFAOYSA-N,FC(F)(F)C1=C(Cl)C(=O)C=CC1=O,210.54,0.0,2.0,1.0,34.14,4.0,2.0,1.229,isocyclic,109.5,
1042,KHUFLWSKTBKCAC-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C=CC(=C2)C#N,183.166,0.0,3.0,0.0,57.93,4.0,2.0,1.163,isocyclic,177.0,
1044,KICQDRODIKGJLZ-UHFFFAOYSA-N,CC1=C(C)C(=O)C(=CC1=O)C(C)(C)C=O,206.241,0.0,3.0,2.0,51.21,4.0,2.0,0.8540000000000001,isocyclic,61.0,
1046,KIIKHNVAKLNPJB-UHFFFAOYSA-N,CC1=CC(=O)C(=CC1=O)N(=O)=O,167.12099999999995,0.0,2.0,1.0,79.96,4.0,2.0,0.17,isocyclic,150.0,
1047,KKIMCJJMHZWKQH-UHFFFAOYSA-N,CC1CCC2=C(C1=O)C(=O)C(C)=CC2=O,204.225,0.0,3.0,0.0,51.21,4.0,2.0,0.03,isocyclic,104.0,
1048,KKMWPXJPHSJQLN-UHFFFAOYSA-N,OC1=CC(=O)C2=C(C=CC(=O)N2)C1=O,191.143,2.0,5.0,0.0,83.47,4.0,2.0,0.013,heterocyclic,295.0,
1050,KLLMGEFNGBKDJU-UHFFFAOYSA-N,CC1=C(C)C(N)=C2C(=O)C=CC(=O)C2=C1,201.225,1.0,3.0,0.0,60.16,4.0,2.0,1.286,isocyclic,168.0,
1051,KLXMLENKEPSWBR-UHFFFAOYSA-N,CC1=NC2=C(C=C1)C(=O)C=C(N=N#N)C2=O,214.183,0.0,6.0,1.0,96.78,4.0,2.0,0.368,heterocyclic,105.5,
1053,KMGXWFJIZLPGRM-UHFFFAOYSA-N,O=C1SC2=C(S1)C(=O)C=CC2=O,198.223,0.0,3.0,0.0,101.81,4.0,2.0,-0.239,heterocyclic,133.5,
1055,KNGQYDIPGXPQAV-UHFFFAOYSA-N,COC1=CC=C2C(=O)C=C(O)C(=O)C2=C1,204.182,1.0,3.0,1.0,63.6,4.0,2.0,1.703,isocyclic,217.10714285714286,3.644607422659692
1058,KOQCAJNJSQGENA-UHFFFAOYSA-N,FC1=C(Cl)C(=O)C(Cl)=C(F)C1=O,212.968,0.0,2.0,0.0,34.14,4.0,2.0,1.158,isocyclic,209.0,2.273030282830976
1062,KPLKZZSHLQIBTJ-UHFFFAOYSA-N,O=CC1=CC2=C(S1)C(=O)C=CC2=O,192.195,0.0,3.0,1.0,79.45,4.0,2.0,-0.026,heterocyclic,133.5,
1064,KQBHSLVSJOUFOW-UHFFFAOYSA-N,COC(=O)C1=C(N)C(=O)C=C(N)C1=O,196.163,2.0,6.0,2.0,112.48,4.0,2.0,-0.071,isocyclic,275.0,
1066,KQCDIBDGZYNNHH-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C1CCCCC21,188.226,0.0,2.0,0.0,34.14,4.0,2.0,1.39,isocyclic,47.0,
1070,KRFIZIZEUCDDEC-UHFFFAOYSA-N,C=CCOC1=C2C(=O)C=CC(=O)C2=CC=C1,214.221,0.0,2.0,3.0,43.37,4.0,2.0,1.97,isocyclic,55.0,0.0
1072,KRFVAOLFANPDDC-UHFFFAOYSA-N,COC(=O)C1=CC2=C(O1)C(=O)C=CC2=O,206.155,0.0,4.0,2.0,73.58,4.0,2.0,0.317,heterocyclic,160.0,
1073,KRIOFPSCZKHPEZ-UHFFFAOYSA-N,CN(CCO)C1=CC(=O)C(C)=C(C)C1=O,209.245,1.0,4.0,3.0,57.61,4.0,2.0,-0.041,isocyclic,106.0,
1074,KRJJVHGOTYJZFJ-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C=CC1=C2OCC=C1,212.205,0.0,2.0,0.0,43.37,4.0,2.0,1.645,,163.0,
1076,KRUXWRWFGHJJOO-UHFFFAOYSA-N,CC1=C(CC=O)C(=O)C2=CC=CC=C2C1=O,214.221,0.0,3.0,2.0,51.21,4.0,2.0,1.4169999999999998,isocyclic,109.5,
1080,KSFNQTZBTVALRV-UHFFFAOYSA-N,ClC1=CC(=O)C(Cl)=C(Cl)C1=O,211.432,0.0,2.0,0.0,34.14,4.0,2.0,1.503,isocyclic,167.46875,4.184117103703002
1082,KSJXJDQYBZIEGQ-UHFFFAOYSA-N,OC1=CC2=C(C=C1)C(=O)C(O)=C(O)C2=O,206.155,3.0,4.0,0.0,94.83,4.0,2.0,2.1590000000000003,isocyclic,301.375,1.3863170633011772
1085,KSNHLWUBHXKCKM-UHFFFAOYSA-N,CC(=O)CC1=C(C)C(=O)C(C)=CC1=O,192.21400000000003,0.0,3.0,2.0,51.21,4.0,2.0,-0.219,isocyclic,54.5,
1087,KSXXJMHPJODFBB-UHFFFAOYSA-N,COC1=CC(=O)C2=C(NC(C)=C2)C1=O,191.186,1.0,4.0,1.0,59.16,4.0,2.0,1.383,heterocyclic,194.0,
1093,KUEWMDGIKQRIQQ-UHFFFAOYSA-N,CC1=C(O)C(=O)C(C)=C(O)C1=O,168.149,2.0,4.0,0.0,74.6,4.0,2.0,0.83,isocyclic,244.8125,0.49607837082461076
1095,KUNMIZWUDSLMLA-UHFFFAOYSA-N,COC1=CC(=O)C2=C(CC(C)(C)O2)C1=O,208.21400000000003,0.0,4.0,1.0,52.6,4.0,2.0,0.93,heterocyclic,190.5,
1098,KUTUEZCMCUTBFB-UHFFFAOYSA-N,OC1=NC2=C(C=C1)C(=O)C=C(O)C2=O,191.143,2.0,4.0,0.0,87.49,4.0,2.0,0.947,,290.0,
1100,KVACMHYUJRTSAX-UHFFFAOYSA-N,CC1=CC(=O)C(C)=C(C1=O)N(=O)=O,181.148,0.0,2.0,1.0,79.96,4.0,2.0,0.35100000000000003,isocyclic,51.5,
1102,KVKMULGEKPFYLQ-UHFFFAOYSA-N,O=C1C=CC(=O)C(CC2=CC=CC=C2)=C1,198.221,0.0,2.0,2.0,34.14,4.0,2.0,1.482,isocyclic,42.75,1.14564392373896
1105,KVXSFHXUTPSVOY-UHFFFAOYSA-N,CC1=CC2=C(C(O)=C1)C(=O)C=C(O)C2=O,204.182,2.0,3.0,0.0,74.6,4.0,2.0,1.819,isocyclic,200.6,4.2708313008125245
1107,KVXXUVQSSYLTDM-UHFFFAOYSA-N,OC1=C(C#N)C(=O)C2=C(C=NC=C2)C1=O,200.153,1.0,5.0,0.0,91.05,4.0,2.0,0.177,heterocyclic,130.0,
1108,KWDXNLZSWRDEGL-UHFFFAOYSA-N,CCC1=C(O)C(=O)C2=C(C=CC=N2)C1=O,203.197,1.0,4.0,1.0,67.26,4.0,2.0,1.27,heterocyclic,204.75,
1110,KWGIFJNXSKZGKI-UHFFFAOYSA-N,NC1=C(Cl)C(=O)C2=C(C=CC=N2)C1=O,208.604,1.0,4.0,0.0,73.05,4.0,2.0,0.7909999999999999,heterocyclic,316.0,
1113,KWQHUULZAPPWKU-UHFFFAOYSA-N,CNC1=C(N)C(=O)C2=C(C=CC=C2)C1=O,202.213,2.0,4.0,1.0,72.19,4.0,2.0,1.777,isocyclic,136.5,
1117,KYENQUHZLCJTFP-UHFFFAOYSA-N,FCC1=CC(=O)C2=CC=CC=C2C1=O,190.174,0.0,2.0,1.0,34.14,4.0,2.0,1.721,isocyclic,105.0,
1118,KYFAVXKXKSEBGI-UHFFFAOYSA-N,CSC1=C(C)C(=O)C=C(C)C1=O,182.243,0.0,2.0,1.0,59.44,4.0,2.0,0.831,isocyclic,113.0,
1119,KYHMEFMCHSPWKN-UHFFFAOYSA-N,CCC(C)CC1=CC(=O)C=C(OC)C1=O,208.257,0.0,3.0,4.0,43.37,4.0,2.0,2.303,isocyclic,104.0,
1122,KZADMAAWIIXJCH-UHFFFAOYSA-N,CC1=C(C)C(=O)C(N)=CC1=O,151.165,1.0,3.0,0.0,60.16,4.0,2.0,0.071,isocyclic,244.0,
1124,KZHXTXXYHDEETF-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C1=O)C(C)=CCO2,206.198,0.0,4.0,1.0,52.6,4.0,2.0,0.852,heterocyclic,201.0,
1127,LBLNCVLQLSNBMP-UHFFFAOYSA-N,OC1=CC=C2C(=O)C=C(O)C(=O)C2=C1,190.155,2.0,3.0,0.0,74.6,4.0,2.0,1.382,isocyclic,207.5,
1130,LBVOVXKVLMIHPC-UHFFFAOYSA-N,CC(C)(C)S(=O)C1=CC(=O)C=CC1=O,212.269,0.0,3.0,2.0,70.42,4.0,2.0,-0.51,isocyclic,139.5,
1131,LCAGQCBFWAVISC-UHFFFAOYSA-N,OC1=CC(=O)C(O)=C(Cl)C1=O,174.54,2.0,4.0,0.0,74.6,4.0,2.0,1.045,isocyclic,240.0,
1134,LCWMFHVYCMVFTJ-UHFFFAOYSA-N,COC1=C(C)C(=O)C2=C(C=CN=C2)C1=O,203.197,0.0,4.0,1.0,56.26,4.0,2.0,0.609,heterocyclic,110.5,
1136,LDCKWIGUYQATJX-UHFFFAOYSA-N,CC(C)C1=CC(=O)C(C)=C(C=O)C1=O,192.21400000000003,0.0,3.0,2.0,51.21,4.0,2.0,0.716,isocyclic,59.5,
1140,LDSWZTLIQOJYJT-UHFFFAOYSA-N,CCCC1=CC(=O)C=C(OC)C1=O,180.203,0.0,3.0,3.0,43.37,4.0,2.0,1.226,isocyclic,78.1,0.37416573867739417
1142,LEGSQYXWPASLHA-UHFFFAOYSA-N,COC1=C(Cl)C(=O)C=CC1=O,172.56799999999996,0.0,3.0,1.0,43.37,4.0,2.0,0.589,isocyclic,75.5,
1143,LEHKZCSIGAJBJJ-UHFFFAOYSA-N,CC1=CC(=O)C2=C(SCCS2)C1=O,212.293,0.0,2.0,0.0,84.74,4.0,2.0,1.007,,122.5,
1144,LEHVHBXCEFGIBF-UHFFFAOYSA-N,CNC1=CC(=O)C2=C(C=NC(C)=C2)C1=O,202.213,1.0,4.0,1.0,59.06,4.0,2.0,0.903,heterocyclic,290.0,
1147,LEUMNLPBDJXZCL-UHFFFAOYSA-N,CCC1=C(C(C)=O)C(=O)C(C)=C(C)C1=O,206.241,0.0,3.0,2.0,51.21,4.0,2.0,0.574,isocyclic,33.5,
1153,LFUXXGNTOLKYKV-UHFFFAOYSA-N,NC1=C(O)C=CC2=C1C(=O)C=CC2=O,189.17,2.0,3.0,0.0,80.39,4.0,2.0,0.6459999999999999,isocyclic,198.0,
1154,LFVWEXOZCBGIEY-UHFFFAOYSA-N,CSC1=CC(=O)C(O)=CC1=O,170.18900000000005,1.0,3.0,1.0,79.67,4.0,2.0,0.8170000000000001,isocyclic,150.0,
1156,LGFDNUSAWCHVJN-UHFFFAOYSA-N,CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,186.21,0.0,2.0,0.0,34.14,4.0,2.0,1.802,isocyclic,126.9470588235294,1.6634010683496785
1158,LGROKGFCRNUUJS-UHFFFAOYSA-N,CC1=C(C=C)C(=O)C2=CC=CC=C2C1=O,198.221,0.0,2.0,1.0,34.14,4.0,2.0,2.265,isocyclic,80.16666666666667,1.0274023338281628
1160,LGSPEKCPTIUEBK-UHFFFAOYSA-N,NC1=CC(=O)C2=C(N=C(C=O)C=C2)C1=O,202.169,1.0,5.0,1.0,90.12,4.0,2.0,-0.001,,204.0,
1161,LGZRLTZCBAUHPZ-UHFFFAOYSA-N,COC1=CC(=O)C(=CC1=O)C(F)(F)F,206.121,0.0,3.0,2.0,43.37,4.0,2.0,0.892,isocyclic,101.5,
1164,LHQYMTDGQFFFFG-UHFFFAOYSA-N,OC1=CC(=O)C2=C(C=CC=C2Cl)C1=O,208.601,1.0,3.0,0.0,54.37,4.0,2.0,2.41,isocyclic,199.5,
1165,LICDCRBTENFROL-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C1=C(C=CC=C1)C#N,209.204,0.0,3.0,1.0,57.93,4.0,2.0,1.3530000000000002,,131.5,
1166,LIHHNGDVMDNQCN-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C=C1CNCCN21,202.213,1.0,4.0,0.0,51.1,4.0,2.0,0.967,heterocyclic,149.25,
1167,LITUYNXDDUJZRJ-UHFFFAOYSA-N,CC1=NC2=C(O1)C(=O)C1=C(C=CC=C1)C2=O,213.192,0.0,3.0,0.0,60.17,4.0,2.0,1.565,heterocyclic,315.3333333333333,2.357022603955158
1169,LIVPNDKLBYITTQ-UHFFFAOYSA-N,CC1=NC2=C(N1)C(=O)C=CC2=O,162.148,1.0,4.0,0.0,62.82,4.0,2.0,0.436,heterocyclic,250.0,
1170,LJCAWGSSRLDIKP-UHFFFAOYSA-N,O=C1C=C(C2CC2)C(=O)C2=C1C=CC=C2,198.221,0.0,2.0,1.0,34.14,4.0,2.0,2.249,isocyclic,111.0,
1171,LJIRSFJVQOYBJK-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C(C)=NN2C)C1=O,206.201,0.0,5.0,1.0,61.19,4.0,2.0,0.677,,185.5,
1172,LJIUHIQCMZRTEO-UHFFFAOYSA-N,CC1=CC(=O)C(CCOC(N)=O)=CC1=O,209.202,1.0,5.0,4.0,86.46,4.0,2.0,-0.883,isocyclic,167.0,
1176,LKDQLNOZQAMIOG-UHFFFAOYSA-N,CC(=O)C1=CC(=O)C2=C(C=CC=C2)C1=O,200.194,0.0,3.0,1.0,51.21,4.0,2.0,1.235,isocyclic,82.5,2.1671244937540095
1179,LLMVSKZGALPMEV-UHFFFAOYSA-N,NC(=O)C1=CC(=O)C2=C(C=CC=C2)C1=O,201.181,1.0,4.0,1.0,77.23,4.0,2.0,0.674,isocyclic,177.0,
1180,LLPWMVVHNDXCRK-UHFFFAOYSA-N,COC1=C(C)C(=O)C(Cl)=CC1=O,186.595,0.0,3.0,1.0,43.37,4.0,2.0,0.77,isocyclic,71.0,
1182,LLRNWVZCXKJQEW-UHFFFAOYSA-N,CC(C)CCNC1=CC(=O)C=CC1=O,193.246,1.0,3.0,4.0,46.17,4.0,2.0,2.03,isocyclic,169.0,
1183,LLVVOAIVCHKGBU-UHFFFAOYSA-N,CC1(C)OC2=C(C=C1)C(=O)C=C(O)C2=O,206.198,1.0,4.0,0.0,63.6,4.0,2.0,1.204,,254.5,
1184,LMHYQIYAWDZMEZ-UHFFFAOYSA-N,CCC(=O)C1=CC(=O)C(C)=CC1=O,178.188,0.0,3.0,2.0,51.21,4.0,2.0,0.001,isocyclic,40.5,
1185,LMVHCHFZWBNWIR-UHFFFAOYSA-N,CNC1=CC(=O)C=C(C)C1=O,151.165,1.0,3.0,1.0,46.17,4.0,2.0,0.353,isocyclic,151.0,
1188,LNKIYSHCAZOUOA-UHFFFAOYSA-N,CCC1=CC(=O)C(C)=C(C)C1=O,164.204,0.0,2.0,1.0,34.14,4.0,2.0,0.779,isocyclic,37.5,
1190,LNMCLPWJLBLCJR-LURJTMIESA-N,C[C@H]1CC2=C(CO1)C(=O)C=CC2=O,178.188,0.0,3.0,0.0,43.37,4.0,2.0,-0.304,,102.0,
1192,LNXVNZRYYHFMEY-UHFFFAOYSA-N,ClC1=CC(=O)C(Cl)=CC1=O,176.987,0.0,2.0,0.0,34.14,4.0,2.0,0.926,isocyclic,160.46470588235294,1.8592190569510911
1196,LOQLHRCYOAQJCV-UHFFFAOYSA-N,COC1=CC(=O)C=C(CCC(C)C)C1=O,208.257,0.0,3.0,4.0,43.37,4.0,2.0,2.303,isocyclic,51.75,
1197,LPKHIYWLVISNFB-UHFFFAOYSA-N,COC1=CC(=O)C(C=O)=C(O)C1=O,182.133,1.0,5.0,2.0,80.67,4.0,2.0,0.403,isocyclic,151.5,
1198,LPNDBBKPRUMBNC-UHFFFAOYSA-N,CC1=CC=C(CC2=CC(=O)C=CC2=O)C=C1,212.248,0.0,2.0,2.0,34.14,4.0,2.0,1.919,isocyclic,52.5,
1199,LQIJRMFGKGKWDW-UHFFFAOYSA-N,CNC1=CC(=O)C2=C(C=CC=C2O)C1=O,203.197,2.0,3.0,1.0,66.4,4.0,2.0,1.4340000000000002,isocyclic,214.5,
1205,LRYZQSJYAPUBDJ-UHFFFAOYSA-N,CCOC(=O)CNC1=CC(=O)C=CC1=O,209.202,1.0,5.0,5.0,72.47,4.0,2.0,0.298,isocyclic,201.0,
1206,LSFYMYHEOPWITI-UHFFFAOYSA-N,COC(=O)C1=CC(=O)C=CC1=O,166.13299999999995,0.0,4.0,2.0,60.44,4.0,2.0,-0.374,isocyclic,53.09166666666667,2.059614985595339
1211,LSTAGEJPWDNRNG-UHFFFAOYSA-N,CC(O)C1=CC2=C(O1)C(=O)C=CC2=O,192.171,1.0,3.0,1.0,67.51,4.0,2.0,0.093,heterocyclic,87.5,
1215,LTPZXRUWXAGLMH-UHFFFAOYSA-N,FC1=C(F)C(=O)C2=C(C=CC=C2)C1=O,194.137,0.0,2.0,0.0,34.14,4.0,2.0,1.672,isocyclic,190.75,1.0606601717798212
1217,LTYFSOHZCIZKQN-UHFFFAOYSA-N,COC1=C(C)C(=O)C(NC(C)=O)=CC1=O,209.202,1.0,5.0,3.0,72.47,4.0,2.0,0.201,isocyclic,148.0,
1219,LUBVHUHITQMUSZ-UHFFFAOYSA-N,O=C1C=C2CCCCCCCC(=C1)C2=O,204.269,0.0,2.0,0.0,34.14,4.0,2.0,2.4290000000000003,isocyclic,54.0,
1220,LULCPJWUGUVEFU-UHFFFAOYSA-N,CC1=C(O)C(=O)C2=C(C=CC=C2)C1=O,188.183,1.0,3.0,0.0,54.37,4.0,2.0,1.969,isocyclic,172.646,2.365710041404058
1225,LWBWYYDTYYCJCB-UHFFFAOYSA-N,COC1=C(C)C=C2C(=O)C=CC(=O)C2=C1,202.21,0.0,2.0,1.0,43.37,4.0,2.0,1.581,isocyclic,145.5,
1228,LWMMNLNYIIDGAO-UHFFFAOYSA-N,O=C1C2=C(C=CO2)C(=O)C2=C1C=CO2,188.139,0.0,2.0,0.0,60.42,4.0,2.0,0.964,heterocyclic,137.0,
1229,LWWOWQZGAGVVEU-UHFFFAOYSA-N,CC1=CC2=C(C=C1)C(=O)C(C)=C(C)C2=O,200.237,0.0,2.0,0.0,34.14,4.0,2.0,2.239,isocyclic,100.125,2.1323402636539974
1232,LYMKIWPWDNSKFU-UHFFFAOYSA-N,CN1C(=O)C=CC2=C1C(=O)C=CC2=O,189.17,0.0,4.0,0.0,54.45,4.0,2.0,-0.622,heterocyclic,151.0,
1233,LZESGXVBLUWGEF-UHFFFAOYSA-N,FC1=CC(=O)C(Br)=CC1=O,204.983,0.0,2.0,0.0,34.14,4.0,2.0,0.6409999999999999,isocyclic,116.75,
1239,MAAZOOFQJFRKLA-UHFFFAOYSA-N,COC1=C(C)C(=O)C2=C(C=NC=C2)C1=O,203.197,0.0,4.0,1.0,56.26,4.0,2.0,0.609,heterocyclic,129.125,2.381569860407206
1247,MDDMLUWINYCMKA-UHFFFAOYSA-N,OCC1=CC2=C(S1)C(=O)C=CC2=O,194.211,1.0,3.0,1.0,82.61,4.0,2.0,-0.5329999999999999,heterocyclic,107.0,
1250,MEKZPTIIUUAUNF-UHFFFAOYSA-N,CC1=C(CC=C)C(=O)C2=C(C=CC=C2)C1=O,212.248,0.0,2.0,2.0,34.14,4.0,2.0,2.658,isocyclic,77.0,2.5495097567963922
1252,MEQYAOAAUTWGNG-UHFFFAOYSA-N,CCC1=CC(=O)NC2=C1C(=O)C=CC2=O,203.197,1.0,4.0,1.0,63.24,4.0,2.0,0.521,heterocyclic,150.0,
1254,METQZSHTJIVUAU-UHFFFAOYSA-N,NC(=O)C1=C(O)C(=O)C2=C(C=CO2)C1=O,207.142,2.0,5.0,1.0,110.6,4.0,2.0,0.8079999999999999,heterocyclic,230.0,
1256,MFDRDHQSPWFAAR-UHFFFAOYSA-N,CC1=C(C)C(=O)C2=C(CC=CC2C=C)C1=O,214.264,0.0,2.0,1.0,34.14,4.0,2.0,1.94,isocyclic,59.0,
1258,MFFSFWWLAJYNJA-UHFFFAOYSA-N,CC(O)C1=CC(=O)C=CC1=O,152.15,1.0,3.0,1.0,54.37,4.0,2.0,-0.129,isocyclic,59.0,2.273030282830976
1260,MFGNJGTUYKIUAR-UHFFFAOYSA-N,CSC1=CC(=O)C(N)=C(Cl)C1=O,203.649,1.0,3.0,1.0,85.46,4.0,2.0,0.983,,235.5,
1261,MFRCGXIYXIJWSZ-UHFFFAOYSA-N,CC1=CC(=O)C2=C(N3CCCC3=C2)C1=O,201.225,0.0,3.0,0.0,39.07,4.0,2.0,1.177,heterocyclic,139.0,
1266,MGHVNLHOBUTNDM-UHFFFAOYSA-N,CC1=CC(=O)C(NC2=CC=CC=C2)=CC1=O,213.236,1.0,3.0,2.0,46.17,4.0,2.0,1.919,isocyclic,153.125,3.0898017735770686
1268,MGOZVYIMPYIVQI-UHFFFAOYSA-N,CC1=NC2=C(N1)C(=O)C(C)=C(C)C2=O,190.202,1.0,4.0,0.0,62.82,4.0,2.0,0.7979999999999999,heterocyclic,263.0,
1269,MGTCLKICCUVJFH-UHFFFAOYSA-N,OCC1=CC(=O)C2=C(C(O)=CC=C2)C1=O,204.182,2.0,3.0,1.0,74.6,4.0,2.0,0.607,isocyclic,175.0,
1272,MIBZOFFUGHURFY-UHFFFAOYSA-N,CCCCOC1=CC(=O)C(C)=CC1=O,194.23,0.0,3.0,4.0,43.37,4.0,2.0,1.543,isocyclic,101.5,
1273,MIIPYQMLJRMAQG-UHFFFAOYSA-N,NC1=CC=CC=C1.O=C1C=CC(=O)C=C1,201.225,1.0,3.0,0.0,60.16,3.0,2.0,,isocyclic,334.0,
1274,MIKCTUJVVLWHFM-UHFFFAOYSA-N,COC1=CC(=O)C(C)=C(CC(C)=O)C1=O,208.21400000000003,0.0,4.0,3.0,60.44,4.0,2.0,-0.16,isocyclic,123.0,
1276,MITIGYREXOUULB-UHFFFAOYSA-N,CC1=CC(=O)C(Br)=C(C)C1=O,215.046,0.0,2.0,0.0,34.14,4.0,2.0,0.887,isocyclic,57.5,
1277,MJDSWBRCFIGVMG-UHFFFAOYSA-N,CC(=O)C1=CC2=C(C=C1)C(=O)C=CC2=O,200.194,0.0,3.0,1.0,51.21,4.0,2.0,1.317,isocyclic,111.41666666666667,0.9646530752325189
1280,MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)C2=CC=CC=C2C1=O,172.183,0.0,2.0,0.0,34.14,4.0,2.0,1.621,isocyclic,105.3529411764706,1.7013809778629565
1284,MKSULDSEQKGEEL-UHFFFAOYSA-N,CCCNC1=CC(=O)C2=CC=CC=C2C1=O,215.252,1.0,3.0,3.0,46.17,4.0,2.0,2.6210000000000004,isocyclic,115.8,0.6284902544988278
1288,MLNHWDWPKUMGRR-UHFFFAOYSA-N,CCN1C(C)=CC2=C1C(=O)C=CC2=O,189.21400000000003,0.0,3.0,1.0,39.07,4.0,2.0,1.4409999999999998,heterocyclic,86.5,
1290,MLSVZZQOVPGKRQ-UHFFFAOYSA-N,CCC1=CC(=O)C=C(CC)C1=O,164.204,0.0,2.0,2.0,34.14,4.0,2.0,1.062,isocyclic,36.666666666666664,1.699673171197595
1294,MLXGTWVSUCXNHG-UHFFFAOYSA-N,CNC(=O)OCC1=CC(=O)C(C)=CC1=O,209.202,1.0,5.0,4.0,72.47,4.0,2.0,-0.523,isocyclic,104.0,
1295,MMGXRYHDUQNFMT-UHFFFAOYSA-N,COC1=CC(=O)C=C(OC(C)=O)C1=O,196.16,0.0,5.0,3.0,69.67,4.0,2.0,0.122,isocyclic,276.5,
1297,MNGSGEZXMJXIKN-UHFFFAOYSA-N,COC1=CC(=O)C(SC)=CC1=O,184.216,0.0,3.0,2.0,68.67,4.0,2.0,0.7090000000000001,isocyclic,256.5,
1302,MPOGBNCJMDNZNZ-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1SN=C2,165.172,0.0,3.0,0.0,75.27,4.0,2.0,0.194,,149.5,
1303,MPRAWEUCKKJFMI-UHFFFAOYSA-N,CC1=NC2=C(C=C1)C(=O)C=C(Cl)C2=O,207.616,0.0,3.0,0.0,47.03,4.0,2.0,1.169,heterocyclic,158.0,
1306,MQFXMYKTKKEIMK-UHFFFAOYSA-N,CC1=CC(=O)C2=C(CCCC2)C1=O,176.215,0.0,2.0,0.0,34.14,4.0,2.0,0.903,isocyclic,56.25,3.0516389039334255
1308,MREWLSAUCCIYOO-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C=CC(O)=C2)C1=O,188.183,1.0,2.0,0.0,54.37,4.0,2.0,1.215,isocyclic,175.0,0.0
1310,MRGMEMSZSWATNG-UHFFFAOYSA-N,CC1=C(C)C(=O)C(Br)=CC1=O,215.046,0.0,2.0,0.0,34.14,4.0,2.0,0.887,isocyclic,42.8,2.7313000567495322
1313,MROKDDCAJPZZLV-UHFFFAOYSA-N,COC1=CC=CC2=C1C(=O)C(F)=CC2=O,206.173,0.0,2.0,1.0,43.37,4.0,2.0,1.471,isocyclic,157.0,
1314,MRYHMFJDZYADEB-UHFFFAOYSA-N,CC1=C(N)C(=O)C2=C(C=CC=C2)C1=O,187.198,1.0,3.0,0.0,60.16,4.0,2.0,1.558,isocyclic,163.05555555555554,3.2334574241174487
1317,MSRXJQADDALUCI-UHFFFAOYSA-N,CC(C)(C)C1=CC(=O)C2=C(C=CC=C2)C1=O,214.264,0.0,2.0,1.0,34.14,4.0,2.0,3.0010000000000003,isocyclic,76.1625,2.042631574709448
1321,MSZYNCTVSYMJPU-UHFFFAOYSA-N,CC1(C)C2=C(C(=O)C=CC2=O)C1(C)C,190.242,0.0,2.0,0.0,34.14,4.0,2.0,1.416,isocyclic,70.0,
1323,MTRBCJLZPRDOGJ-UHFFFAOYSA-N,OCC1=CC(=O)C=CC1=O,138.123,1.0,3.0,1.0,54.37,4.0,2.0,-0.655,isocyclic,75.50625,0.9553917717355542
1325,MUGPJBRGHHEOAY-UHFFFAOYSA-N,COC1=CC(=O)C(Cl)=C(O)C1=O,188.567,1.0,4.0,1.0,63.6,4.0,2.0,0.937,isocyclic,227.0,
1328,MUUXZRNERSDSJG-UHFFFAOYSA-N,O=C1C2=C(N=CC=C2)C(=O)C(C#N)=C1C#N,209.164,0.0,5.0,0.0,94.61,4.0,2.0,-0.441,heterocyclic,238.0,
1329,MUZDBYJCBPUQKF-UHFFFAOYSA-N,CC1=CC(=O)C(=CC1=O)C1CCCC1,190.242,0.0,2.0,1.0,34.14,4.0,2.0,1.9,isocyclic,58.5,
