,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
1650,PSSFPSFNMNXHKH-UHFFFAOYSA-N,COC1=CC(=O)C=C(C1=O)C(C)(C)C,194.23,0.0,3.0,2.0,43.37,4.0,2.0,1.5730000000000002,isocyclic,83.0625,1.5649980031936144
1653,PTLGEAFLCUNJMV-ZPUQHVIOSA-N,OC(=O)\C=C\C=C\C1=CC(=O)C=CC1=O,204.182,1.0,4.0,3.0,71.44,4.0,2.0,0.06,isocyclic,167.0,
1659,PULMCFDLNMPHJH-UHFFFAOYSA-N,CC1=NC2=C(N=C1C)C(=O)C(N)=CC2=O,203.2,1.0,5.0,0.0,85.94,4.0,2.0,-0.319,heterocyclic,223.5,
1661,PVIWVKMZXPXKCD-UHFFFAOYSA-N,OC1=C(CC=C)C(=O)C2=C(C=CC=C2)C1=O,214.221,1.0,3.0,2.0,54.37,4.0,2.0,2.825,isocyclic,114.925,1.933423130098531
1663,PVRUMJYLUPHSFY-UHFFFAOYSA-N,CN(C)C1=CC(=O)C(N)=C(C(C)=O)C1=O,208.217,1.0,5.0,2.0,80.47,4.0,2.0,0.467,isocyclic,164.0,
1665,PWQQNOLPFIDYHD-UHFFFAOYSA-N,CN1C(=O)C=C(C)C2=C1C(=O)C=CC2=O,203.197,0.0,4.0,0.0,54.45,4.0,2.0,-0.23,heterocyclic,108.0,
1669,PXMWJPPKAXAHIQ-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C=C1CCCCC1=N2,213.236,0.0,3.0,0.0,47.03,4.0,2.0,1.195,heterocyclic,143.0,
1672,PXZSEWRBQIVQGJ-SNAWJCMRSA-N,C\C=C(C)\C1=C(O)C(=O)C(C)=C(O)C1=O,208.21400000000003,2.0,4.0,1.0,74.6,4.0,2.0,2.209,isocyclic,197.0,
1673,PXZSEWRBQIVQGJ-UHFFFAOYSA-N,CC=C(C)C1=C(O)C(=O)C(C)=C(O)C1=O,208.21400000000003,2.0,4.0,1.0,74.6,4.0,2.0,2.209,isocyclic,198.0,
1674,PYEQXZOIQJWYAH-UHFFFAOYSA-N,BrC1=CC(=O)C=CC1=O,186.993,0.0,2.0,0.0,34.14,4.0,2.0,0.525,isocyclic,54.666666666666664,2.6317083593910793
1677,PZEWSGGXCYSTJE-UHFFFAOYSA-N,OC1=CC2=C(C=C1)C(=O)C(O)=CC2=O,190.155,2.0,3.0,0.0,74.6,4.0,2.0,1.382,isocyclic,250.0,
1678,PZJQDQKNAUFIAJ-UHFFFAOYSA-N,CC1=C(C)C(=O)C(CF)=C(C)C1=O,182.195,0.0,2.0,1.0,34.14,4.0,2.0,0.596,isocyclic,46.0,
1680,QAEPLIDYNQFSQK-UHFFFAOYSA-N,OC(=O)CNC1=CC(=O)C=CC1=O,181.148,2.0,5.0,3.0,83.47,4.0,2.0,-0.446,isocyclic,169.0,
1681,QAZPFNOPLWVBJV-UHFFFAOYSA-N,COC1=C(C)C(=O)C2=C(C=CN2)C1=O,191.186,1.0,4.0,1.0,59.16,4.0,2.0,1.328,heterocyclic,166.0,
1683,QBHSRQVIJSKBPX-UHFFFAOYSA-N,CCC1=CC(=O)C2=C(C=CC=C2)C1=O,186.21,0.0,2.0,1.0,34.14,4.0,2.0,2.085,isocyclic,86.92142857142858,1.7833269756387402
1685,QBXGSTSQSBJTPM-UHFFFAOYSA-N,CN(C)CCCNC1=CC(=O)C=CC1=O,208.26,1.0,4.0,5.0,49.41,4.0,2.0,0.383,isocyclic,159.5,
1686,QCNCGXSZKXFITG-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C3CCC2C3)C1=O,204.225,0.0,3.0,1.0,43.37,4.0,2.0,1.061,isocyclic,108.0,
1688,QCQMLFZDVJJYHU-UHFFFAOYSA-N,CC(C1=CC=CC=C1)C1=CC(=O)C=CC1=O,212.248,0.0,2.0,2.0,34.14,4.0,2.0,1.907,isocyclic,91.0,
1690,QDQCRECLESSIFN-UHFFFAOYSA-N,COC1=CC(=O)C(N)=C(CO)C1=O,183.164,2.0,5.0,2.0,89.62,4.0,2.0,-0.049,isocyclic,175.5,
1691,QEEGGECMANPQAW-UHFFFAOYSA-N,ONC1=CC(=O)C2=CC=CC=C2C1=O,189.17,2.0,2.0,1.0,66.4,4.0,2.0,1.937,isocyclic,204.0,
1698,QFVAOPKDKGJECP-UHFFFAOYSA-N,CCC1=C(C)C(=O)C(C)=C(C)C1=O,178.231,0.0,2.0,1.0,34.14,4.0,2.0,0.96,isocyclic,43.666666666666664,0.4714045207910317
1702,QGJIFOOKGQNDLK-UHFFFAOYSA-N,O=C(OC1=CC(=O)C=CC1=O)C1CC1,192.171,0.0,4.0,3.0,60.44,4.0,2.0,0.08800000000000001,isocyclic,174.0,
1704,QGYUYAKXXRUVQB-UHFFFAOYSA-N,CCC1=CC(=O)C(=CC1=O)N1CC1,177.203,0.0,3.0,2.0,37.15,4.0,2.0,0.741,heterocyclic,67.0,
1706,QHJBNEFEIDZZCN-UHFFFAOYSA-N,NC1=CC(=O)C2=C(N=CC=C2)C1=O,174.15900000000005,1.0,4.0,0.0,73.05,4.0,2.0,0.214,heterocyclic,263.0,
1708,QHMQQKODIJHQNY-UHFFFAOYSA-N,CCC1=CC(=O)C2=CC=CC(O)=C2C1=O,202.21,1.0,2.0,1.0,54.37,4.0,2.0,1.679,isocyclic,155.0,
1710,QICIDBLEEYABOJ-UHFFFAOYSA-N,CC1=C(C(=O)C=CC1=O)C1=CC=CC=C1,198.221,0.0,2.0,1.0,34.14,4.0,2.0,1.811,isocyclic,80.0,
1714,QIXDHVDGPXBRRD-UHFFFAOYSA-N,CC1=CC(=O)C(C)=C(C)C1=O,150.17700000000005,0.0,2.0,0.0,34.14,4.0,2.0,0.315,isocyclic,31.232608695652175,2.5825336689438787
1716,QJCCDNUCKKZCBC-UHFFFAOYSA-N,CC(C)(O)CC1=CC(=O)C=CC1=O,180.203,1.0,3.0,2.0,54.37,4.0,2.0,-0.049,isocyclic,47.0,
1717,QJHHAPSCRQANNH-UHFFFAOYSA-N,OCC(O)CC1=CC(=O)C=CC1=O,182.176,2.0,4.0,3.0,74.6,4.0,2.0,-1.598,isocyclic,81.5,
1719,QJSAJAMCLFNQMT-UHFFFAOYSA-N,CC1=CC=C(O)C2=C1C(=O)C=C(C)C2=O,202.21,1.0,2.0,0.0,54.37,4.0,2.0,1.652,isocyclic,141.5,
1722,QJWWKJLGCBDEMJ-UHFFFAOYSA-N,COC1=CC(=O)C(C(C)=O)=C(OC)C1=O,210.186,0.0,5.0,3.0,69.67,4.0,2.0,0.047,isocyclic,98.5,
1723,QKBXBCQWMIVSPR-UHFFFAOYSA-N,OC1=CC(O)=C(O)C2=C1C(=O)C=CC2=O,206.155,3.0,2.0,0.0,94.83,4.0,2.0,0.383,isocyclic,222.5,
1724,QKESWBLDRVUBSC-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C=C1C=CC=CC=C21,208.216,0.0,2.0,0.0,34.14,4.0,2.0,1.634,isocyclic,197.5,
1729,QLHPOTDBWHTTBM-UHFFFAOYSA-N,NC1=C(Cl)C(=O)C(N)=C(Cl)C1=O,207.016,2.0,4.0,0.0,86.18,4.0,2.0,0.8,isocyclic,272.5,
1730,QLKLDYBAKQLQIQ-UHFFFAOYSA-N,CC(=O)OC1=C(C)C(=O)C=C(C)C1=O,194.187,0.0,4.0,2.0,60.44,4.0,2.0,0.244,isocyclic,74.0,
1735,QMNMSCIVSKTGMA-UHFFFAOYSA-N,COC1=CC=NC2=C1C(=O)C=CC2=O,189.17,0.0,3.0,1.0,56.26,4.0,2.0,0.192,heterocyclic,199.5,
1736,QMRIWYCCTCNABA-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1NC=C2,147.13299999999995,1.0,3.0,0.0,49.93,4.0,2.0,0.907,heterocyclic,174.5,
1743,QNQKEDPSRIYVIV-UHFFFAOYSA-N,COC1=CC(=O)C=C(CCO)C1=O,182.176,1.0,4.0,3.0,63.6,4.0,2.0,-0.6859999999999999,isocyclic,96.5,
1745,QNWNDXIBGWRNOE-UHFFFAOYSA-N,CN1N=NC2=C1C(=O)C1=CC=CC=C1C2=O,213.195,0.0,5.0,0.0,64.85,4.0,2.0,1.126,heterocyclic,241.375,4.941849350192699
1755,QRDQKYNPMOVDDF-OCAPTIKFSA-N,[H][C@]1(C)C=C[C@@]([H])(C)C2=C1C(=O)C=CC2=O,188.226,0.0,2.0,0.0,34.14,4.0,2.0,1.4340000000000002,isocyclic,63.5,
1765,QTKOLJWRIXDEFN-UHFFFAOYSA-N,CC1=C(C)C(=O)C(=CC1=O)C1=CC=CC=C1,212.248,0.0,2.0,1.0,34.14,4.0,2.0,1.992,isocyclic,43.0,
1768,QTVOIADYYCHFBD-UHFFFAOYSA-N,CN(C)C1=CC(=O)C2=CC=CN=C2C1=O,202.213,0.0,4.0,1.0,50.27,4.0,2.0,0.8109999999999999,heterocyclic,164.0,
1769,QUPXHXUIHHAOHD-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C(O)=CC(O)=C2)C1=O,204.182,2.0,2.0,0.0,74.6,4.0,2.0,0.809,isocyclic,190.0,
1771,QVGHNZAFFZNQEE-UHFFFAOYSA-N,OC1=C(Cl)C(=O)C2=C(C=NC=C2)C1=O,209.58900000000003,1.0,4.0,0.0,67.26,4.0,2.0,1.113,heterocyclic,167.0,
1772,QVXBGFZUJLBQNF-UHFFFAOYSA-N,O=C1C2=C(OCCC2)C(=O)C2=CC=CC=C12,214.221,0.0,3.0,0.0,43.37,4.0,2.0,1.839,heterocyclic,220.8,4.802082881417188
1774,QVXGJHFCHHVFRD-UHFFFAOYSA-N,OCC1=CC(=O)C=C(CO)C1=O,168.149,2.0,4.0,2.0,74.6,4.0,2.0,-1.082,isocyclic,151.5,
1775,QWIBLPIAYFAQQQ-UHFFFAOYSA-N,CCC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,200.237,0.0,2.0,1.0,34.14,4.0,2.0,2.266,isocyclic,69.82727272727271,3.2693732813633503
1777,QWTMEOVAIUDMHA-UHFFFAOYSA-N,CCCSC1=CC(=O)C(O)=CC1=O,198.243,1.0,3.0,3.0,79.67,4.0,2.0,1.533,isocyclic,133.0,
1778,QWVNYWNKKHGGFT-UHFFFAOYSA-N,CCC1=C(O)C2=C(C=C1)C(=O)C=CC2=O,202.21,1.0,2.0,1.0,54.37,4.0,2.0,1.724,isocyclic,66.0,
1779,QXDXWKPUIVPOAR-UHFFFAOYSA-N,CC(=N)C1=C(O)C(=O)C2=C(C=CC=C2)C1=O,215.208,2.0,4.0,1.0,78.22,4.0,2.0,1.989,isocyclic,284.0,
1780,QYADTWHNCMXZJM-UHFFFAOYSA-N,CC1=CC(=O)C(O)=C(C1=O)N(=O)=O,183.12,1.0,3.0,1.0,100.19,4.0,2.0,1.376,isocyclic,119.0,
1781,QYMWUBZNPQKMNV-UHFFFAOYSA-N,CSC1=CC(=O)C(C)=CC1=O,168.21599999999995,0.0,2.0,1.0,59.44,4.0,2.0,0.65,isocyclic,138.0,1.224744871391589
1783,QYXYDTRHBKNBFN-UHFFFAOYSA-N,OC1=CC2=C(CCC2)C2=C1C(=O)C=CC2=O,214.221,1.0,2.0,0.0,54.37,4.0,2.0,1.927,isocyclic,148.5,
1785,QZDFYVLSLIJCCL-UHFFFAOYSA-N,O=C1C2=C(C=NN2)C(=O)C2=CC=CC=C12,198.181,1.0,4.0,0.0,62.82,4.0,2.0,2.548,heterocyclic,346.875,1.8833148966649205
1789,RAPRJRLALQKSHB-UHFFFAOYSA-N,OC(=O)CC1=CC(=O)C=CC1=O,166.13299999999995,1.0,4.0,2.0,71.44,4.0,2.0,-0.846,isocyclic,130.0,
1790,RASQDWCWALRZBZ-UHFFFAOYSA-N,CC1=C(C(=O)C=C(Cl)C1=O)N(=O)=O,201.566,0.0,2.0,1.0,79.96,4.0,2.0,0.747,isocyclic,70.5,
1791,RBODAHRKYHEMDK-HYXAFXHYSA-N,O=C1C=CC(=O)C2=C1CCCC/C=C\2,188.226,0.0,2.0,0.0,34.14,4.0,2.0,1.709,isocyclic,59.5,
1793,RBSPGFAFJTWSDF-UHFFFAOYSA-N,COC1=CC(=O)C2=C(N=CC=C2O)C1=O,205.17,1.0,4.0,1.0,76.49,4.0,2.0,0.111,heterocyclic,197.0,
1794,RCCIWEABDSSPIX-UHFFFAOYSA-N,O=C1C2=C(C=CS2)C(=O)C2=C1N=CC=C2,215.232,0.0,3.0,0.0,75.27,4.0,2.0,1.158,heterocyclic,262.5,
1797,RDVPEEVQWVEOAL-UHFFFAOYSA-N,CC1(CO1)C1=CC(=O)C2=CC=CC=C2C1=O,214.221,0.0,3.0,1.0,46.67,4.0,2.0,1.106,heterocyclic,113.0,
1798,RDZZFOBERIJIJN-UHFFFAOYSA-N,CCC(=O)C1=CC(=O)C2=C(C=CC=C2)C1=O,214.221,0.0,3.0,2.0,51.21,4.0,2.0,1.4880000000000002,isocyclic,82.75,2.4748737341529163
1805,RFJJOAVQUJBQRV-UHFFFAOYSA-N,CC1=C(O)C2=C(C=C1)C(=O)C=CC2=O,188.183,1.0,2.0,0.0,54.37,4.0,2.0,1.26,isocyclic,104.85714285714286,2.948538205792899
1808,RFZQGZZLIRPFHN-UHFFFAOYSA-N,COC1=CC(=O)C2=CC(C)=CC=C2C1=O,202.21,0.0,3.0,1.0,43.37,4.0,2.0,2.117,isocyclic,165.75,1.0606601717798212
1812,RGXGVLKSIIFWSA-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)C(C)=C(C)C2=O,190.202,0.0,4.0,0.0,51.96,4.0,2.0,0.4370000000000001,heterocyclic,248.0,
1813,RHLDUCBWFXQHQZ-UHFFFAOYSA-N,CC1=CC2=C(O1)C1=C(C=C2)C(=O)C=CC1=O,212.205,0.0,2.0,0.0,47.28,4.0,2.0,1.719,,209.0,
1815,RHVBDCBODICSEQ-UHFFFAOYSA-N,CN(C)C1=CC(=O)C2=NC=CC=C2C1=O,202.213,0.0,4.0,1.0,50.27,4.0,2.0,0.8109999999999999,heterocyclic,178.0,
1816,RIARCRSKJRYRIM-UHFFFAOYSA-N,COC1=CC(=O)C(=CC1=O)C(C)=O,180.16,0.0,4.0,2.0,60.44,4.0,2.0,-0.193,isocyclic,121.5,
1821,RKOXZDDUYFLUHL-UHFFFAOYSA-N,COC1=CC(=O)C=C(O)C1=O,154.122,1.0,4.0,1.0,63.6,4.0,2.0,0.36,isocyclic,242.5,
1825,RLGBOJWPKAZRSU-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1CC2,134.134,0.0,2.0,0.0,34.14,4.0,2.0,-0.416,isocyclic,71.5,
1826,RLJUOWNUYPCYAS-UHFFFAOYSA-N,NCCO.O=C1C=CC(=O)C=C1,169.18,2.0,4.0,1.0,80.39,3.0,2.0,,isocyclic,240.0,
1827,RLQZIECDMISZHS-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C1=CC=CC=C1,184.194,0.0,2.0,1.0,34.14,4.0,2.0,1.63,isocyclic,112.53809523809525,2.88171182434135
1829,RLRVQYWZIFISLQ-UHFFFAOYSA-N,O=C1C2=C(CC=CC2)C(=O)C2=C1CC=CC2,212.248,0.0,2.0,0.0,34.14,4.0,2.0,1.396,isocyclic,210.5,
1830,RLUWLGKGFNOEGP-UHFFFAOYSA-N,CC(OC(C)=O)C1=CC(=O)C=CC1=O,194.187,0.0,4.0,3.0,60.44,4.0,2.0,0.182,isocyclic,53.5,
1831,RMBGFUOEZINVEP-UHFFFAOYSA-N,OC1=CC=CC=C1.O=C1C=CC(=O)C=C1,202.21,1.0,2.0,0.0,54.37,3.0,2.0,,isocyclic,70.5,
1832,RMLHDLFCCLQKOC-UHFFFAOYSA-N,CC1=CC=C2C(=O)C3=C(OCC3)C(=O)C2=C1,214.221,0.0,3.0,0.0,43.37,4.0,2.0,1.918,,197.0,
1834,RMYNMXXLOLIOAW-UHFFFAOYSA-N,CC(=O)C1=C(C)C(=O)C(C)=C(C)C1=O,192.21400000000003,0.0,3.0,1.0,51.21,4.0,2.0,0.11,isocyclic,58.0,
1835,RNCWYQKHWWRMAU-UHFFFAOYSA-N,CC1=CC(=O)C2=C(N=C(C)C(C)=N2)C1=O,202.213,0.0,4.0,0.0,59.92,4.0,2.0,-0.075,heterocyclic,181.5,
1836,RNKGDBXXIBUOTR-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C#N,133.106,0.0,3.0,0.0,57.93,4.0,2.0,-0.5870000000000001,isocyclic,124.5,
1843,ROYZPKMTTFJTIM-UHFFFAOYSA-N,COC1=CC(=O)C(C)=C(C)C1=O,166.17700000000005,0.0,3.0,1.0,43.37,4.0,2.0,0.374,isocyclic,112.7,2.227105745132009
1847,RPVAPSKKRWPKSV-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C=CCO2)C1=O,192.171,0.0,4.0,1.0,52.6,4.0,2.0,0.46,heterocyclic,199.0,
1849,RQFVCDMOFGMMLT-UHFFFAOYSA-N,CCOC1=CC=C2C(=O)C=CC(=O)C2=C1,202.21,0.0,2.0,2.0,43.37,4.0,2.0,1.778,isocyclic,117.625,2.301494079940246
1854,RQXXHTMPEKGZQM-UHFFFAOYSA-N,OC1=C2C(=O)C=C(Cl)C(=O)C2=CC=C1,208.601,1.0,2.0,0.0,54.37,4.0,2.0,1.611,isocyclic,109.625,1.595893166850463
1856,RQYZAEGRAFPYGW-UHFFFAOYSA-N,COC1=CC(=O)C(NC(C)(C)C)=CC1=O,209.245,1.0,4.0,3.0,55.4,4.0,2.0,1.712,isocyclic,124.25,
1859,RRCURFSOOOAWAW-UHFFFAOYSA-N,CC(C)C1=CC(=O)C(C)=C(O)C1=O,180.203,1.0,3.0,1.0,54.37,4.0,2.0,1.45,isocyclic,168.13636363636363,3.3581035576843417
1861,RRIWNEFCMSBMTF-UHFFFAOYSA-N,CC1=CC(=O)C2=C(NC=C2)C1=O,161.16,1.0,3.0,0.0,49.93,4.0,2.0,1.088,,170.5,
1863,RROPNRTUMVVUED-UHFFFAOYSA-N,OC1=CC2=C(C(O)=C1)C(=O)C=C(O)C2=O,206.155,3.0,3.0,0.0,94.83,4.0,2.0,0.976,isocyclic,253.3,4.190465367951392
1870,RTBQGSZNUHVYBW-UHFFFAOYSA-N,CC1=NC2=C(N1)C(=O)C1=CC=CC=C1C2=O,212.208,1.0,4.0,0.0,62.82,4.0,2.0,2.104,heterocyclic,365.1666666666667,2.2484562605386733
1872,RTGFWWDLDRJZCC-UHFFFAOYSA-N,OC1=C(Cl)C(=O)C2=C(C=CC=N2)C1=O,209.58900000000003,1.0,4.0,0.0,67.26,4.0,2.0,1.202,heterocyclic,276.1666666666667,4.73168985552613
1874,RTIGHDNEIVWONG-UHFFFAOYSA-N,COC1=C(C)C(=O)C=C(C)C1=O,166.17700000000005,0.0,3.0,1.0,43.37,4.0,2.0,0.374,isocyclic,61.0,2.5248762345905194
1876,RTOCUYILXWDDAC-UHFFFAOYSA-N,CCC1=CC(=O)C2=CC=C(C)C=C2C1=O,200.237,0.0,2.0,1.0,34.14,4.0,2.0,2.522,isocyclic,89.0,
1880,RUBOXGNYNYBWJP-UHFFFAOYSA-N,NC1=NC2=C(O1)C(=O)C1=CC=CC=C1C2=O,214.18,1.0,4.0,0.0,86.19,4.0,2.0,1.004,heterocyclic,350.0,
1882,RUODZMLNEGFKMS-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C=CC(O)=C2)C1=O,204.182,1.0,3.0,1.0,63.6,4.0,2.0,1.274,isocyclic,290.0,
1883,RUOMTGNOIBGOIE-OCAPTIKFSA-N,C[C@H]1[C@@H](C)C2=C1C(=O)C1=CC=CC=C1C2=O,212.248,0.0,2.0,0.0,34.14,4.0,2.0,2.26,isocyclic,99.5,
1888,RVTNYOJACHJXSB-UHFFFAOYSA-N,CC1COC2=C1C(=O)C(C)=C(C)C2=O,192.21400000000003,0.0,3.0,0.0,43.37,4.0,2.0,0.468,heterocyclic,102.5,
1889,RVVCADYTJCVJPK-UHFFFAOYSA-N,CC(C)NC1=CC(=O)C(C)=C(C)C1=O,193.246,1.0,3.0,2.0,46.17,4.0,2.0,1.4169999999999998,isocyclic,89.5,
1891,RVWULRYSVVDSEW-UHFFFAOYSA-N,OC(=O)C1=CC=C2C(=O)C=CC(=O)C2=C1,202.166,1.0,4.0,1.0,71.44,4.0,2.0,1.055,,156.0,
1892,RVYAYGGWAGVCOQ-UHFFFAOYSA-N,CN1C(C)=CC2=C1C(=O)C(C)=C(C)C2=O,203.241,0.0,3.0,0.0,39.07,4.0,2.0,1.38,,120.5,
1902,RYIGSNBSBGKNIH-UHFFFAOYSA-N,COC1=CC(=O)C=C(C(C)C(C)=O)C1=O,208.21400000000003,0.0,4.0,3.0,60.44,4.0,2.0,-0.127,isocyclic,113.0,
1904,RYMAPDGJNOMFQF-UHFFFAOYSA-N,COC1=CC(=O)C2=C(N(C)C=N2)C1=O,192.174,0.0,5.0,1.0,61.19,4.0,2.0,0.315,,226.5,
1910,RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2,208.216,0.0,2.0,0.0,34.14,4.0,2.0,3.108,isocyclic,284.64732142857144,2.3458439625609526
1915,SAEZKXIJCDRWCV-UHFFFAOYSA-N,CC1=C(O)C(=O)C(CCl)=C(C)C1=O,200.622,1.0,3.0,1.0,54.37,4.0,2.0,0.9,isocyclic,69.0,
1919,SCLIGIGPTTZMGF-UHFFFAOYSA-N,CC1=C(C)C(=O)C(CO)=C(C)C1=O,180.203,1.0,3.0,1.0,54.37,4.0,2.0,-0.112,isocyclic,79.0625,1.8739580438206187
1921,SCPZHCMGNQYHNL-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C3=C(CCCC3)N2)C1=O,215.252,1.0,3.0,0.0,49.93,4.0,2.0,2.158,heterocyclic,242.5,
1927,SDRMDLBLJYCXBL-UHFFFAOYSA-N,CCCN(CCC)C1=CC(=O)C=CC1=O,207.272,0.0,3.0,5.0,37.38,4.0,2.0,1.868,isocyclic,35.0,
1930,SENUUPBBLQWHMF-UHFFFAOYSA-N,CC1=CC(=O)C=C(C)C1=O,136.15,0.0,2.0,0.0,34.14,4.0,2.0,0.134,isocyclic,71.07575757575758,2.2508288443782285
1932,SEUNOKMMLOCGHJ-UHFFFAOYSA-N,CC(=O)NC1=CC(=O)C(F)=CC1=O,183.139,1.0,4.0,2.0,63.24,4.0,2.0,-0.104,isocyclic,126.0,
1934,SFXKBRJILXPCRC-UHFFFAOYSA-N,CCCCC(=O)C1=CC(=O)C=CC1=O,192.21400000000003,0.0,3.0,4.0,51.21,4.0,2.0,0.958,isocyclic,38.25,
1936,SGAOTKJDLBPQAJ-UHFFFAOYSA-N,CC1=C(O)C(=O)C(=C(O)C1=O)N(=O)=O,199.12,2.0,4.0,1.0,120.42,4.0,2.0,1.724,isocyclic,180.0,
1937,SGGCGZUEVNVCGV-KNVOCYPGSA-N,[H][C@]12C[C@]([H])(C=C1)C1=C2C(=O)C=CC1=O,172.183,0.0,2.0,0.0,34.14,4.0,2.0,0.525,isocyclic,66.0,
1938,SGGCGZUEVNVCGV-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C1CC2C=C1,172.183,0.0,2.0,0.0,34.14,4.0,2.0,0.525,isocyclic,66.5,2.23606797749979
1940,SGGYNCJTNTXHLB-UHFFFAOYSA-N,COC(=O)C(C)C1=CC(=O)C(C)=CC1=O,208.21400000000003,0.0,4.0,3.0,60.44,4.0,2.0,-0.13,isocyclic,59.5,
1947,SIICLOYTAQGBSQ-UHFFFAOYSA-N,CC1=C(C)C(=O)C(=CC1=O)C1CO1,178.188,0.0,3.0,1.0,46.67,4.0,2.0,-0.31,heterocyclic,43.0,
1949,SIQWIHJATJLEPR-UHFFFAOYSA-N,CC1(C)OC2=C(C3OC13)C(=O)C=CC2=O,206.198,0.0,4.0,0.0,55.9,4.0,2.0,0.272,heterocyclic,110.5,
1950,SISNVBHZOPCLAN-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C1COCCO1,194.187,0.0,4.0,1.0,52.6,4.0,2.0,-0.862,heterocyclic,124.0,
1951,SJJFOLJMYBJHMD-UHFFFAOYSA-N,CC1=C(O)C(=O)C(O)=CC1=O,154.122,2.0,4.0,0.0,74.6,4.0,2.0,0.649,isocyclic,160.0,
1954,SJYAKSBYGSZNSO-UHFFFAOYSA-N,ClC1=CC=CC2=C1C(=O)C=CC2=O,192.601,0.0,2.0,0.0,34.14,4.0,2.0,2.062,isocyclic,160.625,4.7483549783056445
1959,SLCXZXPMCVXMFN-UHFFFAOYSA-N,CN(C)C1=CC(=O)C2=C(C=CC=C2C)C1=O,215.252,0.0,3.0,1.0,37.38,4.0,2.0,2.411,isocyclic,83.5,
1960,SLJZYIISHIYYSK-UHFFFAOYSA-N,CC1=CC(=O)C=C(NC2=CC=CC=C2)C1=O,213.236,1.0,3.0,2.0,46.17,4.0,2.0,1.919,isocyclic,144.5,
1965,SNGHCSYJHHIWOH-UHFFFAOYSA-N,OC1=CC(=O)C2=C(C=CS2)C1=O,180.18400000000003,1.0,3.0,0.0,82.61,4.0,2.0,1.001,heterocyclic,153.0,
1970,SOHLFUWDNFUZAK-GORDUTHDSA-N,C\C=C\C1=C(O)C(=O)C2=C(C=CC=C2)C1=O,214.221,1.0,3.0,1.0,54.37,4.0,2.0,2.9560000000000004,isocyclic,135.0,
1971,SOHLFUWDNFUZAK-UHFFFAOYSA-N,CC=CC1=C(O)C(=O)C2=CC=CC=C2C1=O,214.221,1.0,3.0,1.0,54.37,4.0,2.0,2.9560000000000004,isocyclic,132.7375,2.4988434824934482
1973,SOQPAAHSKAWHBQ-UHFFFAOYSA-N,COCC1=CC(=O)C=C(OC)C1=O,182.176,0.0,4.0,3.0,52.6,4.0,2.0,-0.325,isocyclic,137.5,
1974,SPXABSDGEHQLGS-UHFFFAOYSA-N,CCC(C)C1=CC(=O)C(OC)=CC1=O,194.23,0.0,3.0,3.0,43.37,4.0,2.0,1.73,isocyclic,86.5,
1975,SQCYXWFWKWDFOE-UHFFFAOYSA-N,CC(C)C1=C(C)C(=O)C=CC1=O,164.204,0.0,2.0,1.0,34.14,4.0,2.0,1.102,isocyclic,65.25,
1978,SRAIWJHDEFBLPX-UHFFFAOYSA-N,CCCCSC1=CC(=O)C(O)=CC1=O,212.269,1.0,3.0,4.0,79.67,4.0,2.0,2.102,isocyclic,141.0,
1983,SSRMWOPGMSWARB-UHFFFAOYSA-N,O=C1C=CC(=O)C(CCC2=CC=CC=C2)=C1,212.248,0.0,2.0,3.0,34.14,4.0,2.0,1.862,isocyclic,61.25,0.25
1988,STGYRZCWYDTENE-UHFFFAOYSA-N,NC1=CC(=O)C=C(C1=O)C1=CC=CC=C1,199.209,1.0,3.0,1.0,60.16,4.0,2.0,1.567,isocyclic,168.0,
1989,STTBYRIXKIKKPR-UHFFFAOYSA-N,CC1=CC(O)=CC2=C1C(=O)C=C(O)C2=O,204.182,2.0,3.0,0.0,74.6,4.0,2.0,1.819,isocyclic,250.0,
1992,SUEGHCWUBGHHCF-UHFFFAOYSA-N,CC1=CC=CC2=C1C(=O)C=C(O)C2=O,188.183,1.0,3.0,0.0,54.37,4.0,2.0,2.225,isocyclic,147.5,3.181980515339464
1995,SVBWMBDHSJGBRW-UHFFFAOYSA-N,COC1=CC=C(N)C2=C1C(=O)C=CC2=O,203.197,1.0,3.0,1.0,69.39,4.0,2.0,0.5379999999999999,isocyclic,197.0,
